claim_id,insatisfaction,Nb Flux manuel,Nb de flux auto,Nb Intervenants sur le dossier,Nb Appels,delai_total,claim_creation_to_closure_duration,compensation_balance_amount,time_to_fnol,manual_vs_auto_flux,closure_reason_name,claim_situation,personnalized_management_flag,victim_flag,victim_count,textblob_verbatim_sentiment,textblob_verbatim_objectivity,vader_verbatim_polarity,post_remboursement_voc_note,repairs_main_note,simplicity_process_note,assessment_quality_note,assessment_time_note,claim_created_day_of_week,claim_created_month,claim_created_year,nb_events,nb_activities_uniques,nb_rework,taux_rework,nb_resources,duree_totale_heures,duree_moyenne_activite,duree_max_activite,cout_total,cout_moyen,has_appel_entrant_relance,has_reaffectation_dossier,has_contre_expertise,has_traitement_piece_complementaire,has_appel_sortant_societaire,nb_reclamations,has_reclamation,reclamation_level_max,nb_origins_reclamation
48435710,0,6,4,1,0,346.9590162037037,346,548.3200073242188,66,0.6,autre,CLOS,0.0,0,0,0.0,0.4,0.0,5.0,5.0,5.0,5.0,5.0,3,9,2021,14.0,14.0,0.0,0.0,10.0,394.0802777777778,28.14859126984127,62.0,73.5,5.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
41917545,0,0,2,0,0,128.9590162037037,128,778.9400024414062,12,0.0,Clos après indemnisation,CLOS,0.0,0,0,0.3,0.6,0.0,5.0,5.0,5.0,5.0,5.0,1,11,2021,12.0,12.0,0.0,0.0,10.0,297.4511111111111,24.787592592592592,53.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11134678,0,1,4,1,0,86.9590162037037,86,655.1400146484375,256,0.2,Clos après indemnisation,CLOS,0.0,0,0,0.8,0.8,0.0,5.0,5.0,5.0,5.0,5.0,1,12,2021,13.0,13.0,13.0,1.0,11.0,314.38472222222225,24.183440170940173,59.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
72255806,0,2,3,2,0,5.959016203703704,5,715.280029296875,17,0.4,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.7,0.0,5.0,5.0,5.0,5.0,5.0,4,1,2021,11.0,11.0,0.0,0.0,9.0,256.2452777777778,23.295025252525253,41.952222222222225,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16229422,0,3,4,2,0,2.959016203703704,2,679.3800048828125,13,0.4285714285714285,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.0,0.2023,5.0,5.0,5.0,5.0,5.0,1,2,2021,11.0,11.0,0.0,0.0,9.0,861.7455555555556,78.34050505050506,577.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88850160,0,2,4,1,0,7.959016203703704,7,268.8999938964844,36,0.3333333333333333,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2,5,2021,13.0,13.0,13.0,1.0,11.0,1099.5697222222223,84.58228632478632,837.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83534518,1,31,4,4,17,206.9590162037037,206,331.9700012207031,0,0.8857142857142857,autre,CLOS,0.0,0,0,0.1,0.1,0.0,3.0,3.0,3.0,3.0,3.0,2,8,2021,11.0,11.0,0.0,0.0,9.0,997.6938888888889,90.69944444444444,804.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59946460,0,1,3,1,0,92.9590162037037,92,124.9000015258789,69,0.25,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.2,0.0,5.0,5.0,5.0,5.0,5.0,2,12,2021,11.0,11.0,0.0,0.0,10.0,340.4169444444444,30.946994949494947,67.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
17059978,0,3,4,1,0,12.9590162037037,12,782.2999877929688,6,0.4285714285714285,Clos après indemnisation,CLOS,0.0,0,0,0.01,0.65,0.0,5.0,5.0,5.0,5.0,5.0,2,4,2021,9.0,9.0,0.0,0.0,8.0,249.58166666666665,27.731296296296293,40.87583333333333,29.0,3.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17467798,1,1,3,1,0,0.9590162037037036,0,696.6400146484375,11,0.25,autre,CLOS,0.0,0,0,0.0,0.36,0.0,3.0,3.0,3.0,3.0,3.0,4,2,2023,13.0,13.0,13.0,1.0,11.0,1412.9741666666666,108.6903205128205,1157.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47903798,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,38,0.25,autre,CLOS,0.0,0,0,0.6,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4,2,2023,11.0,11.0,0.0,0.0,10.0,1424.555,129.505,1227.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
74143573,0,1,3,1,0,0.9590162037037036,0,997.3300170898438,30,0.25,autre,CLOS,0.0,0,0,0.0,0.4,0.0,5.0,5.0,5.0,5.0,5.0,4,2,2023,14.0,14.0,0.0,0.0,11.0,367.49111111111114,26.24936507936508,47.96888888888889,78.5,5.607142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36576790,0,1,3,1,0,0.9590162037037036,0,886.2000122070312,7,0.25,autre,CLOS,0.0,0,0,0.0,0.05,0.0,4.0,4.0,4.0,4.0,4.0,3,3,2023,11.0,11.0,0.0,0.0,10.0,369.6875,33.60795454545455,65.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
12331125,0,1,3,1,0,0.9590162037037036,0,1184.81005859375,19,0.25,autre,CLOS,0.0,0,0,0.3,0.6,0.0,5.0,5.0,5.0,5.0,5.0,1,3,2023,13.0,13.0,13.0,1.0,10.0,295.46166666666664,22.72782051282051,41.64555555555555,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
57514662,0,1,4,1,0,0.9590162037037036,0,939.72998046875,16,0.2,autre,CLOS,0.0,0,0,0.3999999999999999,0.4666666666666666,0.0,5.0,5.0,5.0,5.0,5.0,2,3,2023,11.0,11.0,0.0,0.0,11.0,252.46583333333334,22.951439393939395,41.78916666666667,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31739078,0,1,4,1,0,0.9590162037037036,0,45.34999847412109,7,0.2,autre,CLOS,0.0,0,0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,1,3,2023,14.0,14.0,14.0,1.0,11.0,348.7991666666667,24.914226190476192,49.0,137.5,9.821428571428571,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
12798172,0,1,3,1,0,0.9590162037037036,0,1056.56005859375,11,0.25,autre,CLOS,0.0,0,0,0.18,0.325,-0.128,5.0,5.0,5.0,5.0,5.0,1,3,2023,13.0,13.0,13.0,1.0,12.0,257.7527777777778,19.827136752136752,38.11083333333333,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
96440289,0,2,4,2,1,2.959016203703704,2,162.8899993896484,0,0.3333333333333333,autre,CLOS,0.0,0,0,0.5,0.5,0.0,5.0,5.0,5.0,5.0,5.0,1,3,2023,11.0,11.0,0.0,0.0,9.0,1357.0747222222224,123.3704292929293,1062.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37076419,0,1,3,1,0,0.9590162037037036,0,1008.650024414062,9,0.25,autre,CLOS,0.0,0,0,0.0,0.65,-0.4588,5.0,5.0,5.0,5.0,5.0,2,3,2023,14.0,14.0,14.0,1.0,10.0,1275.1630555555557,91.08307539682541,973.0,178.5,12.75,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
43183939,0,1,4,1,0,0.9590162037037036,0,532.0999755859375,6,0.2,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,3,2023,13.0,13.0,0.0,0.0,10.0,391.00694444444446,30.077457264957268,59.0,71.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90491395,0,4,4,2,2,28.9590162037037,28,823.1500244140625,1,0.5,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,3,2023,14.0,14.0,0.0,0.0,11.0,360.6011111111111,25.75722222222222,56.0,78.5,5.607142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44429158,0,1,4,1,0,0.9590162037037036,0,73.5,8,0.2,autre,CLOS,0.0,0,0,0.6000000000000001,0.7,0.0,4.0,4.0,4.0,4.0,4.0,1,3,2023,10.0,10.0,0.0,0.0,9.0,246.93694444444444,24.693694444444443,45.261944444444445,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42109091,0,1,4,1,0,0.9590162037037036,0,698.7899780273438,6,0.2,autre,CLOS,0.0,0,0,0.385,0.3,0.5994,5.0,5.0,5.0,5.0,5.0,5,4,2023,11.0,11.0,0.0,0.0,8.0,332.5152777777778,30.228661616161617,47.48027777777778,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
86425658,0,1,3,1,0,0.9590162037037036,0,719.0599975585938,5,0.25,autre,CLOS,0.0,0,0,0.55,0.5,0.0,5.0,5.0,5.0,5.0,5.0,5,4,2023,10.0,10.0,0.0,0.0,9.0,252.75194444444446,25.275194444444445,46.58555555555556,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77130258,0,1,3,1,0,0.9590162037037036,0,102.0,7,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.25,5.0,5.0,5.0,5.0,5.0,4,4,2023,11.0,11.0,0.0,0.0,8.0,258.75083333333333,23.52280303030303,59.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19051674,0,1,3,1,0,0.9590162037037036,0,327.6799926757812,6,0.25,autre,CLOS,0.0,0,0,0.8,0.8,0.0,5.0,5.0,5.0,5.0,5.0,4,4,2023,9.0,9.0,0.0,0.0,8.0,285.11805555555554,31.67978395061728,44.785833333333336,29.0,3.2222222222222223,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
59077865,0,1,3,1,0,0.9590162037037036,0,1563.420043945312,21,0.25,autre,CLOS,0.0,0,0,0.4175,0.375,-0.128,5.0,5.0,5.0,5.0,5.0,5,4,2023,10.0,10.0,0.0,0.0,9.0,326.9497222222222,32.69497222222222,72.0,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78850457,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,10,0.25,autre,CLOS,0.0,0,0,0.3,0.6,0.34,5.0,5.0,5.0,5.0,5.0,3,5,2023,10.0,10.0,0.0,0.0,9.0,226.1025,22.61025,45.98916666666667,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74506666,0,1,3,1,0,0.9590162037037036,0,1248.280029296875,15,0.25,autre,CLOS,0.0,0,0,0.375,0.4,0.0,4.0,4.0,4.0,4.0,4.0,5,5,2023,12.0,12.0,0.0,0.0,9.0,323.69388888888886,26.974490740740737,45.55305555555555,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75387930,0,1,3,1,0,0.9590162037037036,0,717.5800170898438,20,0.25,autre,CLOS,0.0,0,0,0.3625,0.375,0.4588,5.0,5.0,5.0,5.0,5.0,4,5,2023,12.0,12.0,0.0,0.0,10.0,1245.523888888889,103.79365740740741,969.0,167.5,13.958333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28146752,0,1,4,1,0,0.9590162037037036,0,592.030029296875,21,0.2,autre,CLOS,0.0,0,0,0.4599999999999999,0.55,-0.128,5.0,5.0,5.0,5.0,5.0,2,5,2023,13.0,13.0,0.0,0.0,10.0,347.47222222222223,26.72863247863248,52.0,71.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37301368,0,1,3,1,0,0.9590162037037036,0,73.5,2,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,3,6,2023,12.0,12.0,12.0,1.0,10.0,312.2583333333333,26.021527777777777,43.58222222222222,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27827430,0,1,3,1,0,0.9590162037037036,0,912.469970703125,4,0.25,autre,CLOS,0.0,0,0,0.0,0.5,0.0,5.0,5.0,5.0,5.0,5.0,4,6,2023,13.0,13.0,13.0,1.0,11.0,280.9763888888889,21.613568376068375,42.34166666666667,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36431851,0,1,3,1,0,0.9590162037037036,0,73.5,4,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5,6,2023,11.0,11.0,0.0,0.0,9.0,1257.7141666666666,114.3376515151515,970.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16423553,0,1,4,1,0,0.9590162037037036,0,666.3499755859375,3,0.2,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4,6,2023,10.0,10.0,0.0,0.0,8.0,233.09444444444443,23.309444444444445,41.67,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58057968,0,1,3,1,0,0.9590162037037036,0,1985.619995117188,10,0.25,autre,CLOS,0.0,0,0,0.75,0.8,0.0,5.0,5.0,5.0,5.0,5.0,3,6,2023,10.0,10.0,0.0,0.0,10.0,243.28666666666666,24.328666666666667,46.891666666666666,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38832421,1,1,3,1,0,0.9590162037037036,0,138.1799926757812,15,0.25,autre,CLOS,0.0,0,0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,1.0,3,6,2023,12.0,12.0,12.0,1.0,11.0,382.94083333333333,31.91173611111111,47.8725,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53578712,0,1,3,1,0,0.9590162037037036,0,770.77001953125,8,0.25,autre,CLOS,0.0,0,0,0.5666666666666667,0.5666666666666667,0.0,5.0,5.0,5.0,5.0,5.0,3,6,2023,11.0,11.0,0.0,0.0,10.0,287.6641666666667,26.15128787878788,44.71277777777778,46.0,4.181818181818182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33093520,0,1,3,1,0,0.9590162037037036,0,1175.02001953125,96,0.25,autre,CLOS,0.0,0,0,0.575,0.7,0.0,5.0,5.0,5.0,5.0,5.0,1,6,2023,13.0,13.0,13.0,1.0,10.0,298.4791666666667,22.959935897435898,67.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30051741,0,1,4,1,0,0.9590162037037036,0,138.1799926757812,23,0.2,autre,CLOS,0.0,0,0,0.4599999999999999,0.55,-0.128,5.0,5.0,5.0,5.0,5.0,2,6,2023,13.0,13.0,13.0,1.0,9.0,683.3127777777778,52.56252136752137,419.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32484443,0,1,2,1,0,0.9590162037037036,0,82.0,8,0.3333333333333333,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,7,2023,11.0,11.0,0.0,0.0,10.0,270.1458333333333,24.55871212121212,61.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97464911,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,9,0.25,autre,CLOS,0.0,0,0,0.375,0.4,0.0,4.5,4.5,4.5,4.5,4.5,3,7,2023,10.0,10.0,0.0,0.0,10.0,1679.6036111111111,167.96036111111113,1487.0,150.5,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38259072,0,1,3,1,0,0.9590162037037036,0,786.52001953125,13,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1,8,2023,12.0,12.0,0.0,0.0,9.0,278.90305555555557,23.241921296296297,69.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
24029849,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,2,0.25,autre,CLOS,0.0,0,0,0.375,0.4,0.0,5.0,5.0,5.0,5.0,5.0,5,9,2023,11.0,11.0,0.0,0.0,8.0,233.91583333333332,21.265075757575758,45.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
57990225,0,2,4,2,1,8.959016203703703,8,138.1799926757812,16,0.3333333333333333,autre,CLOS,0.0,0,0,0.8,0.8,0.0,5.0,5.0,5.0,5.0,5.0,1,9,2023,11.0,11.0,0.0,0.0,9.0,1478.7244444444445,134.42949494949497,1183.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20561447,0,1,4,1,0,0.9590162037037036,0,1002.580017089844,6,0.2,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,9,2023,11.0,11.0,0.0,0.0,10.0,1293.1733333333334,117.56121212121212,996.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10535801,0,1,3,1,0,0.9590162037037036,0,994.489990234375,29,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2,9,2023,11.0,11.0,0.0,0.0,9.0,246.14944444444444,22.377222222222223,47.45305555555556,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
63543053,0,1,3,1,0,0.9590162037037036,0,844.5,8,0.25,autre,CLOS,0.0,0,0,0.0,0.2666666666666666,-0.128,5.0,5.0,5.0,5.0,5.0,3,9,2023,10.0,10.0,0.0,0.0,9.0,152.86083333333335,15.286083333333334,55.0,44.0,4.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
34748381,0,1,3,1,0,0.9590162037037036,0,541.8699951171875,5,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,9,2023,15.0,15.0,15.0,1.0,12.0,413.29,27.552666666666667,46.84111111111111,139.5,9.3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
32746985,0,1,4,1,0,0.9590162037037036,0,260.989990234375,29,0.2,autre,CLOS,0.0,0,0,0.2,0.6,0.34,5.0,5.0,5.0,5.0,5.0,1,10,2023,11.0,11.0,0.0,0.0,9.0,1464.1027777777776,133.1002525252525,1206.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
17946099,1,59,13,4,0,260.9590162037037,260,1849.739990234375,28,0.8194444444444444,Clos après indemnisation,CLOS,0.0,0,0,0.085,0.05,0.4767,2.0,2.0,2.0,2.0,2.0,0,8,2021,14.0,14.0,14.0,1.0,10.0,356.6225,25.473035714285714,47.51833333333333,59.5,4.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
75487550,0,25,5,3,13,244.9590162037037,244,773.260009765625,123,0.8333333333333334,Clos après indemnisation,RECLOS,0.0,0,0,0.8,0.8,0.0,5.0,5.0,5.0,5.0,5.0,4,8,2021,11.0,11.0,0.0,0.0,9.0,393.41166666666663,35.76469696969696,59.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66429852,0,3,4,1,0,4.959016203703704,4,1236.630004882812,24,0.4285714285714285,Clos après indemnisation,CLOS,0.0,0,0,0.295,0.45,0.4588,5.0,5.0,5.0,5.0,5.0,4,5,2021,11.0,11.0,0.0,0.0,10.0,319.7475,29.067954545454544,70.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28084237,1,12,4,3,7,221.9590162037037,221,298.6000061035156,3,0.75,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.65,0.0,3.5,3.5,3.5,3.5,3.5,1,8,2021,13.0,13.0,13.0,1.0,11.0,1099.0772222222222,84.54440170940171,797.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89270247,0,14,5,5,9,173.9590162037037,173,1699.0,0,0.7368421052631579,Clos après indemnisation,CLOS,0.0,0,0,0.15,0.3,0.4588,5.0,5.0,5.0,5.0,5.0,4,8,2021,12.0,12.0,0.0,0.0,9.0,306.1408333333333,25.51173611111111,44.75472222222222,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24172769,0,3,4,3,0,6.959016203703704,6,378.8500061035156,69,0.4285714285714285,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.425,0.4588,5.0,5.0,5.0,5.0,5.0,4,8,2021,13.0,13.0,0.0,0.0,11.0,364.8519444444444,28.065534188034185,49.0,71.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22690520,0,2,4,2,0,0.9590162037037036,0,973.2000122070312,18,0.3333333333333333,Clos après indemnisation,CLOS,0.0,0,0,0.7,0.7,0.0,5.0,5.0,5.0,5.0,5.0,1,9,2021,11.0,11.0,0.0,0.0,11.0,361.11555555555555,32.828686868686866,46.274166666666666,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55760113,0,11,4,2,6,18.9590162037037,18,892.260009765625,2,0.7333333333333333,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.825,0.0,5.0,5.0,5.0,5.0,5.0,1,2,2021,12.0,12.0,12.0,1.0,11.0,354.69722222222225,29.558101851851855,47.878055555555555,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41061064,0,6,2,1,4,9.959016203703705,9,633.5499877929688,5,0.75,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0,2,2021,11.0,11.0,0.0,0.0,11.0,1172.6755555555555,106.60686868686868,944.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
87672696,0,3,4,1,0,114.9590162037037,114,721.6400146484375,32,0.4285714285714285,Clos après indemnisation,CLOS,0.0,0,0,0.6,1.0,0.0,5.0,5.0,5.0,5.0,5.0,0,3,2021,14.0,14.0,14.0,1.0,12.0,1252.5908333333334,89.47077380952382,863.0,178.5,12.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11924869,1,28,6,4,12,295.9590162037037,295,706.9000244140625,0,0.8235294117647058,Clos après indemnisation,RECLOS,0.0,0,0,0.0,0.37,0.0,4.0,4.0,4.0,4.0,4.0,1,4,2021,11.0,11.0,0.0,0.0,7.0,849.4469444444445,77.2224494949495,622.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65838492,0,1,3,1,0,0.9590162037037036,0,689.9400024414062,12,0.25,autre,CLOS,0.0,0,0,0.8,0.8,-0.4588,5.0,5.0,5.0,5.0,5.0,2,2,2023,11.0,11.0,0.0,0.0,9.0,276.1691666666667,25.10628787878788,68.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61657289,0,1,3,1,0,0.9590162037037036,0,791.3900146484375,3,0.25,autre,CLOS,0.0,0,0,0.6033333333333334,0.8166666666666668,0.0,5.0,5.0,5.0,5.0,5.0,5,2,2023,11.0,11.0,0.0,0.0,8.0,1087.4991666666667,98.86356060606062,825.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13843109,0,1,3,1,0,0.9590162037037036,0,382.1600036621094,8,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1,2,2023,12.0,12.0,12.0,1.0,10.0,301.0777777777778,25.089814814814815,44.56861111111111,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91821585,0,1,3,1,0,0.9590162037037036,0,886.9600219726562,18,0.25,autre,CLOS,0.0,0,0,0.0,0.0,-0.4588,5.0,5.0,5.0,5.0,5.0,5,3,2023,12.0,12.0,0.0,0.0,11.0,357.9708333333333,29.830902777777776,45.050555555555555,50.5,4.208333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67228503,0,1,3,1,0,0.9590162037037036,0,646.7999877929688,6,0.25,autre,CLOS,0.0,0,0,0.01,0.65,0.0,5.0,5.0,5.0,5.0,5.0,3,3,2023,11.0,11.0,0.0,0.0,9.0,279.34777777777776,25.395252525252523,59.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83115161,0,1,4,1,0,0.9590162037037036,0,497.4200134277344,19,0.2,autre,CLOS,0.0,0,0,0.01,0.65,0.0,5.0,5.0,5.0,5.0,5.0,1,3,2023,11.0,11.0,0.0,0.0,10.0,320.9325,29.17568181818182,46.867222222222225,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51868968,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,37,0.25,autre,CLOS,0.0,0,0,0.4,0.4,0.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3,4,2023,11.0,11.0,0.0,0.0,9.0,679.1455555555556,61.74050505050505,419.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37070162,0,1,3,1,0,0.9590162037037036,0,775.969970703125,15,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,4,2023,12.0,12.0,0.0,0.0,10.0,1064.8808333333334,88.74006944444444,780.0,167.5,13.958333333333334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18852260,0,1,3,1,0,0.9590162037037036,0,744.280029296875,7,0.25,autre,CLOS,0.0,0,0,0.7,0.8,0.0,5.0,5.0,5.0,5.0,5.0,2,4,2023,12.0,12.0,0.0,0.0,12.0,290.02555555555557,24.168796296296296,50.0,50.5,4.208333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80320747,0,1,3,1,0,0.9590162037037036,0,646.3400268554688,8,0.25,autre,CLOS,0.0,0,0,0.0,0.1833333333333333,-0.5423,5.0,5.0,5.0,5.0,5.0,1,4,2023,12.0,12.0,0.0,0.0,9.0,334.0522222222222,27.837685185185183,59.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90574314,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,6,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2,4,2023,11.0,11.0,0.0,0.0,10.0,1506.825,136.98409090909092,1286.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15322753,0,1,3,1,0,0.9590162037037036,0,1095.260009765625,11,0.25,autre,CLOS,0.0,0,0,0.6,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5,4,2023,11.0,11.0,0.0,0.0,9.0,273.4002777777778,24.854570707070707,42.41222222222222,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
